38,"Томаты сливовидные красные Рост Flamenco, 450 г",125.99 руб,за 1 шт.,https://online.globus.ru/products/tomat-slivovidnyy-flamenko-rost-450-g/,Без скидки
39,"Имбирь маринованный Традиции вкуса, 250 г",115.99 руб,за 1 шт.,https://online.globus.ru/products/imbir-marinovannyy-traditsii-vkusa-250-g/,Без скидки
40,"Маракуйя, 200 г",203.99 руб,за 1 уп.,https://online.globus.ru/products/marakuyya-200-g/,Без скидки
41,"Свёкла отварная соломка, 1 кг",19.99 руб,за 100 г,https://online.globus.ru/products/svekla-otvarnaya-solomka-1-kg/,Без скидки
42,"Грузди маринованные Белоручка с луком и чесноком, 250 г",189.99 ру,за 1 шт.,https://online.globus.ru/products/griby-gruzdi-marinovannye-beloruchka-s-lukom-i-chesnokom-250-g/,Со скидкой
43,"Спаржа зелёная, 450 г",699.99 руб,за 1 шт.,https://online.globus.ru/products/sparzha-450-g/,Без скидки
44,"Спаржа зелёная молодая, 165 г",379.99 руб,за 1 шт.,https://online.globus.ru/products/sparzha-zelenaya-molodaya-165-g/,Без скидки
45,"Перец Чили красный, 150 г",119.99 руб,за 1 шт.,https://online.globus.ru/products/perets-chili-krasnyy-150-g/,Без скидки
46,Лимон оранжевый Узбекистан 80-140 г,499.99 руб,за 1 кг,https://online.globus.ru/products/limony-uzbekistan-1-kg/,Без скидки
47,"Груша фермерская, 1 кг",259.99 руб,за 1 кг,https://online.globus.ru/products/grusha-fermerskaya-1-kg/,Без скидки
,title,price,weight,link_category,sale
0,"Питахайя, 1 шт.",489.99 руб,за 1 шт.,https://online.globus.ru/products/pitakhayya-fasovannaya-1-sht/,Без скидки
1,"Салатная смесь Верона Дмитровские овощи Романо Фриссе Радиччио, 180 г",174.99 руб,за 1 шт.,https://online.globus.ru/products/salatnaya-smes-verona-dmitrovskie-ovoshchi-romano-frisse-radichchio-180-g/,Без скидки
2,"Яблоки Богатырь фермерские, 1 кг",149.99 руб,за 1 кг,https://online.globus.ru/products/yabloki-bogatyr-fermerskie-1-kg/,Без скидки
3,"Картофель батат уп, 500-600 г",332.99 руб,за 1 кг,https://online.globus.ru/products/kartofel-batat-1-upakovka-600-900-g/,Без скидки
4,"Огурцы солёные Белоручка, 1000 г",207.99 руб,за 1 шт.,https://online.globus.ru/products/ogurtsy-solenye-beloruchka-1000-g/,Без скидки
5,"Свёкла отварная уп, 500-600 г",18.99 руб,за 100 г,https://online.globus.ru/products/svekla-otvarnaya-1-upakovka-500-600-g/,Без скидки
6,"Корень сельдерея 0,5-1 кг",179.99 руб,за 1 кг,https://online.globus.ru/products/koren-seldereya-1-kg/,Без скидки
7,Салат Фриллис Агрохолдинг Московский хрустящий,99.99 руб,за 1 шт.,https://online.globus.ru/products/salat-frillis-agrokholding-moskovskiy-khrustyashchiy/,Без скидки
8,"Чеснок красный Глобус солёный, 500 г",134.99 руб,за 1 шт.,https://online.globus.ru/products/chesnok-krasnyy-globus-solenyy-500-g/,Без скидки
9,"Лук репчатый красный в сетке, 500 г",63.99 руб,за 1 шт.,https://online.globus.ru/products/luk-krasnyy-svezhiy-500-g/,Без скидки
10,"Клубника Artfruit, 250 г",404.99 руб,за 1 шт.,https://online.globus.ru/products/klubnika-artfruit-250-g/,Без скидки
11,"Картофель отварной уп, 500-650 г",18.99 руб,за 100 г,https://online.globus.ru/products/kartofel-otvarnoy-1-upakovka-500-650-g/,Без скидки
12,"Лук-порей фасованный уп, 150-550 г",229.99 руб,за 1 кг,https://online.globus.ru/products/luk-porey-1-upakovka-150-550-g/,Без скидки
13,"Хренодер По-сибирски Русские закуски, 200 г",87.99 руб,за 1 шт.,https://online.globus.ru/products/khrenoder-po-sibirski-russkie-zakuski-200-g/,Без скидки
14,"Проростки фасоли маш Доу-Я, 250 г",58.99 ру,за 1 шт.,https://online.globus.ru/products/prorostki-fasoli-mash-dou-ya-250-g/,Со скидкой
15,"Салатный микс Вита Белая Дача Фриссе, шпинат, морковь, свёкла, 180 г",259.99 руб,за 1 шт.,https://online.globus.ru/products/salatnyy-miks-vita-belaya-dacha-180-g/,Без скидки
16,"Лук репчатый в сетке, 500 г",57.99 руб,за 1 шт.,https://online.globus.ru/products/luk-repchatyy-500-g/,Без скидки
17,"Редька зелёная, 1 кг",83.99 руб,за 1 кг,https://online.globus.ru/products/redka-zelenaya-1-kg/,Без скидки
18,"Виноград красный без косточек фасованный уп, 650-700 г",311.99 руб,за 1 кг,https://online.globus.ru/products/vinograd-krasnyy-bez-kostochek-1-upakovka-650-700-g/,Без скидки
19,"Шампиньоны свежие Шампиньоново, 700 г",230.99 руб,за 1 шт.,https://online.globus.ru/products/shampinony-svezhie-700-g/,Без скидки
20,"Морковь свежая разаная соломка уп, 200-300 г",19.99 руб,за 100 г,https://online.globus.ru/products/morkov-svezhaya-narezka-200-300-g/,Без скидки
21,"Виноград белый без косточек уп, 500-700 г",206.99 руб,за 1 кг,https://online.globus.ru/products/vinograd-belyy-bez-kostochek-1-upakovka-600-1100-g/,Без скидки
22,"Перчик Черри Meggle со сливочным сыром, 210 г",439.99 руб,за 1 шт.,https://online.globus.ru/products/perchik-cherri-meggle-so-slivochnym-syrom-210-g/,Без скидки
23,"Суповой набор Том Ям, 250 г",441.99 руб,за 1 шт.,https://online.globus.ru/products/nabor-dlya-supa-tom-yam-250-g/,Без скидки
24,"Капуста квашеная Глобус с морковью и хреном, 500 г",99.99 ру,за 1 шт.,https://online.globus.ru/products/kapusta-kvashenaya-globus-s-khrenom-500-g/,Со скидкой
25,"Ежевика, 125 г",351.99 руб,за 1 шт.,https://online.globus.ru/products/ezhevika-fasovannaya-125-g/,Без скидки
26,"Зелень ассорти ЛоКарно, 30 г",32.99 руб,за 1 шт.,https://online.globus.ru/products/assorti-zeleni-lokarno-30-g/,Без скидки
27,"Капуста белокочанная резаная уп, 400-800 г",9.99 руб,за 100 г,https://online.globus.ru/products/kapusta-belokochannaya-rezanaya-1-upakovka-500-650-g/,Без скидки
28,"Салат Хрустящий айсберг Белая Дача, 180 г",129.99 ру,за 1 шт.,https://online.globus.ru/products/salat-khrustyashchiy-aysberg-belaya-dacha-180-g/,Со скидкой
29,"Помело красное уп, 0,9-1,1 кг",207.99 руб,за 1 кг,https://online.globus.ru/products/pomelo-krasnoe-fasovannoe-1-upakovka-0-9-1-1-kg/,Без скидки
30,"Лук белый в сетке, 500 г",69.99 руб,за 1 шт.,https://online.globus.ru/products/luk-belyy-500-g/,Без скидки
31,"Огурцы соленые ФЭГ, 600 г",187.99 руб,за 1 шт.,https://online.globus.ru/products/ogurtsy-solenye-feg-600-g/,Без скидки
32,"Чеснок белый Глобус солёный, 500 г",124.99 руб,за 1 шт.,https://online.globus.ru/products/chesnok-belyy-globus-solenyy-500-g/,Без скидки
33,"Микрозелень Московский, в ассортименте",119.99 руб,за 1 шт.,https://online.globus.ru/products/mikrozelen-moskovskiy-v-assortimente/,Без скидки
34,"Лук свежий Одна Органика органический, 0,5 кг",139.99 руб,за 1 шт.,https://online.globus.ru/products/luk-svezhiy-odna-organika-organicheskiy-0-5-kg/,Без скидки
35,"Виноград Тайфи розовый уп, 0,9-1,1 кг",134.99 руб,за 1 кг,https://online.globus.ru/products/vinograd-toyfi-1-upakovka-0-9-1-1-kg/,Без скидки
36,"Петрушка свежая Зеленый сад, 100 г",64.99 руб,за 1 шт.,https://online.globus.ru/products/petrushka-svezhaya-zelenyy-sad-100-g/,Без скидки
37,"Перец жгучий красный, 1 кг",689.99 руб,за 1 кг,https://online.globus.ru/products/perets-zhguchiy-krasnyy-1-kg/,Без скидки
38,"Яблоки Чемпион фасованные уп, 1,9-2,1 кг",124.99 руб,за 1 кг,https://online.globus.ru/products/yabloki-chempion-fasovannye-1-upakovka-1-9-2-1-kg/,Без скидки
39,"Томаты красные Глобус солёные, 1 кг",147.99 руб,за 1 шт.,https://online.globus.ru/products/tomaty-krasnye-globus-solyenye-1000-g/,Без скидки
40,"Черемша солёная Глобус, 500 г",109.99 руб,за 1 шт.,https://online.globus.ru/products/cheremsha-solyenaya-globus-500-g/,Без скидки
41,"Чеснок Solo Garlic в корзинке, 250 г",268.99 руб,за 1 шт.,https://online.globus.ru/products/chesnok-solo-garlic-250-g/,Без скидки
42,"Имбирь маринованный Глобус, 200 г",79.99 руб,за 1 шт.,https://online.globus.ru/products/imbir-marinovannyy-globus-200-g/,Без скидки
43,"Капуста квашеная ФЭГ с хреном, 700 г",189.99 руб,за 1 шт.,https://online.globus.ru/products/kapusta-kvashenaya-feg-s-khrenom-700-g/,Без скидки
44,"Перец черри Amyga со сливочным сыром и пармезаном, 250 г",524.99 руб,за 1 шт.,https://online.globus.ru/products/perets-cherri-amyga-so-slivochnym-syrom-i-parmezanom-250-g/,Без скидки
45,"Лук-шалот, 250 г",153.99 руб,за 1 шт.,https://online.globus.ru/products/luk-shalot-250-g/,Без скидки
46,"Салат Фруктовая почта корн + руккола, 125 г",139.99 руб,за 1 шт.,https://online.globus.ru/products/salat-korn-rukola-fruktovaya-pochta-125-g/,Без скидки
47,"Овощи для Wок уп, 550-650 г",39.99 руб,за 100 г,https://online.globus.ru/products/ovoshchi-dlya-wok-1-upakovka-550-650-g/,Без скидки
,title,price,weight,link_category,sale
0,"Салат Фруктовая почта корн + руккола, 125 г",139.99 руб,за 1 шт.,https://online.globus.ru/products/salat-korn-rukola-fruktovaya-pochta-125-g/,Без скидки
1,"Овощи для Wок уп, 550-650 г",39.99 руб,за 100 г,https://online.globus.ru/products/ovoshchi-dlya-wok-1-upakovka-550-650-g/,Без скидки
2,"Овощное ассорти острое ФЭГ, 800 г",166.99 руб,за 1 шт.,https://online.globus.ru/products/ovoshchnoe-assorti-ostroe-feg-800-g/,Без скидки
3,"Груши Аббат фасованные уп, 1000-1200 г",259.99 руб,за 1 кг,https://online.globus.ru/products/grushi-abbat-fasovannye-1-upakovka-800-1000-g/,Без скидки
4,"Набор мини спаржа и кукуруза царская, 200 г",439.99 руб,за 1 шт.,https://online.globus.ru/products/mini-sparzha-kukuruza-tsarskaya-200-g/,Без скидки
5,"Морковные палочки хрустящие Белая Дача, 100 г",67.99 руб,за 1 шт.,https://online.globus.ru/products/morkovnye-palochki-belaya-dacha-100-g/,Без скидки
6,"Груши Пакхам Вильямс, 1 кг",175.99 руб,за 1 кг,https://online.globus.ru/products/grushi-pakkham-vilyams-1-kg/,Без скидки
7,"Груши Форелл фасованные уп, 350-550 г",373.99 руб,за 1 кг,https://online.globus.ru/products/grushi-forell-fasovannye-1-upakovka-800-1200-g/,Без скидки
8,"Хурма Королевская, 1 кг",274.99 руб,за 1 кг,https://online.globus.ru/products/khurma-korolevskaya-1-kg/,Без скидки
9,"Физалис, 100 г",125.99 руб,за 1 шт.,https://online.globus.ru/products/fizalis-100-g/,Без скидки
10,"Салатная смесь Витамин Дмитровские овощи капуста, морковь, 250 г",98.99 руб,за 1 шт.,https://online.globus.ru/products/smes-vitamin-dmitrovskie-ovoshchi-kapusta-belokochannaya-morkov-250-g/,Без скидки
11,"Аджика по-домашнему Глобус, 200 г",64.99 руб,за 1 шт.,https://online.globus.ru/products/adzhika-po-domashnemu-globus-200-g/,Без скидки
12,"Манго Tree ripe, 1 шт.",769.99 руб,за 1 шт.,https://online.globus.ru/products/mango-tree-ripe-1-sht/,Без скидки
13,"Капуста квашеная по-деревенски Белоручка рубленая, 1000 г",175.99 руб,за 1 шт.,https://online.globus.ru/products/kapusta-kvashenaya-beloruchka-po-derevenski-rublenaya-1000-g/,Без скидки
14,"Мята, 50 г",107.99 руб,за 1 шт.,https://online.globus.ru/products/myata-bogoslovo-argo-50-g/,Без скидки
